,url,description,neighborhood,price,bedrooms
920,https://sfbay.craigslist.org/sby/apa/d/mountain-view-incredible-1-bedroom-with/7085260349.html,Incredible 1 bedroom with large kitchen & living area. Lots of light!,mountain view,4387.0,1.0
922,https://sfbay.craigslist.org/eby/apa/d/fairfield-updated-1200-sq-ft-3-bed-15/7083966479.html,Updated 1200 SQ FT 3 Bed 1.5 Bath 2-story house for rent,fairfield/vacaville,2150.0,3.0
924,https://sfbay.craigslist.org/sby/apa/d/mountain-view-find-your-perfect/7085260150.html,Find Your Perfect Apartment Home Here,sunnyvale,3534.0,2.0
925,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-2-bedroom/7085249349.html,"Hayes Valley 2 bedroom, sunny top floor 1000 SF flat",san francisco,4295.0,2.0
926,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-15ba-must-see-million/7085254324.html,2BR/1.5BA *** MUST SEE *** MILLION DOLLAR VIEW CONDO IN ULTRA LOCATION,san francisco,3950.0,2.0
927,https://sfbay.craigslist.org/sby/apa/d/san-jose-newly-remodeled-1-1b-unit-in/7085259235.html,Newly remodeled 1 B/1B unit in great area! Utilities included,san jose,1900.0,1.0
930,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-2-bed-2-bath-home/7071753187.html,"Bright 2 Bed 2 Bath home with private patio, Move in Today!!!",san francisco,5645.0,2.0
932,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-loc-top-flrapt/7075665205.html,"Great Loc! Top Flr.Apt.+ Hm.Office, GG Bridge Views,Hardwood",san francisco,4450.0,1.0
936,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-hayes-valley-studio/7085258679.html,"Sunny Hayes Valley Studio, elevator building",san francisco,2650.0,1.0
938,https://sfbay.craigslist.org/sby/apa/d/san-mateo-1br-1ba-newly-remodeled/7078638425.html,1BR/1BA. Newly remodeled. Stainless kitchen appliances. Plank floors,mountain view,2795.0,1.0
939,https://sfbay.craigslist.org/eby/apa/d/dublin-beautiful-1bd-1bath-home/7085258550.html,Beautiful 1bd/1bath home w/ attached garage. walking distance to Bart!,dublin/pleasanton/livermore,2360.0,1.0
942,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-best-kept-secret-charming-see/7085258517.html,Best Kept Secret Charming See It Today & Move In Tomorrow! Awesome,sunnyvale,2825.0,1.0
943,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-20th-floor-luxury-soma/7085258488.html,20th Floor! Luxury Soma Grand condo. City Views! Balcony!  ~ J.Wavro,soma/south beach,3600.0,1.0
944,https://sfbay.craigslist.org/sby/apa/d/san-jose-walk-to-apple-shuttle-grocery/7085258394.html,"Walk to Apple shuttle, grocery, Starbucks, parks, with WD, spa,sauna",santa clara,3195.0,2.0
948,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-clean-2-bedroom-available/7085258131.html,Clean 2 bedroom available for rent and move in ASAP,santa rosa,1500.0,2.0
949,https://sfbay.craigslist.org/sby/apa/d/santa-clara-1-bedroom-1-bathroom/7085251058.html,1 BEDROOM - 1 BATHROOM - AMAZING VIEW,santa clara,2895.0,1.0
951,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-or-super-large/7085257959.html,1 BEDROOM OR SUPER LARGE STUDIO IN NOE VALLEY,san francisco,2500.0,1.0
952,https://sfbay.craigslist.org/pen/apa/d/los-altos-preferred-employer-discount/7085257850.html,"Preferred Employer Discount, Almost 3Bedroom, One Month Free",mountain view,4670.0,2.0
953,https://sfbay.craigslist.org/sby/apa/d/san-jose-remodeled-2bed-15bath-in/7076450739.html,Remodeled 2Bed 1.5Bath in Japantown SJ!,san jose,2750.0,2.0
955,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stylish-apartment-in/7073494413.html,Stylish Apartment in Rincon Hill! Tour Today - Limited Time Offer!,soma/south beach,5622.0,1.0
956,https://sfbay.craigslist.org/eby/apa/d/oakland-furnished-studio-apt-in-private/7085257223.html,"furnished studio apt. in private home, great location",oakland/grand,1450.0,1.0
957,https://sfbay.craigslist.org/eby/apa/d/berkeley-small-studio-townhouses-with/7085257091.html,Small Studio Townhouses with Parking; nr. BART,berkeley,1600.0,1.0
962,https://sfbay.craigslist.org/eby/apa/d/berkeley-2-bedroom-apartment-in/7079593200.html,2 bedroom apartment in,berkeley,3000.0,2.0
963,https://sfbay.craigslist.org/eby/apa/d/berkeley-6-bedrooms-in-two-attached/7079592725.html,6 bedrooms in two attached units in walking distance to the campus,berkeley,8000.0,6.0
964,https://sfbay.craigslist.org/eby/apa/d/newark-newly-remodeled-3-bed-2-bath/7080077287.html,Newly Remodeled 3 Bed / 2 bath home in Newark,fremont/union city/newark,3250.0,3.0
967,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-3-bedroom-in/7085256202.html,Top Floor 3 bedroom in heart of Mission,san francisco,4750.0,3.0
968,https://sfbay.craigslist.org/eby/apa/d/berkeley-4-bedroom-apartment-in-walking/7079593671.html,4 bedroom apartment in walking disctance to the Campus,berkeley,6000.0,4.0
970,https://sfbay.craigslist.org/sby/apa/d/san-jose-5-espaciosas-suites-casa/7084071512.html,5 espaciosas suites casa perfecta para 2 familias- gran barr pequeñas,san jose,5500.0,6.0
975,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-sunny-2-bedroom/7077236734.html,"Large, Sunny 2 Bedroom Apartment (Duboce)",san francisco,7000.0,2.0
977,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio/7085255395.html,Top Floor Studio Apartment in the heart of Hayes Valley,san francisco,2350.0,1.0
978,https://sfbay.craigslist.org/eby/apa/d/berkeley-outstanding-living-enviornment/7085209078.html,"outstanding living enviornment, welcome",berkeley,2960.0,2.0
979,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-yerba-buena-awarded-loft/7085254595.html,"Yerba Buena Awarded Loft! Upgrades, Views & Location!!!",soma/south beach,4450.0,2.0
981,https://sfbay.craigslist.org/sby/apa/d/san-jose-north-sj2b25b/7085254509.html,【North SJ】精装2B2.5B整租，带独立卫浴和家具，包车位,san jose,3200.0,2.0
983,https://sfbay.craigslist.org/eby/apa/d/oakland-garden-carriage-house-near-lake/7085254190.html,Garden Carriage House near Lake Merritt,oakland/grand,1600.0,1.0
987,https://sfbay.craigslist.org/eby/apa/d/antioch-charming-duplex-house-for-rent/7082166869.html,Charming Duplex house for rent,pittsburg/antioch,1890.0,1.0
990,https://sfbay.craigslist.org/eby/apa/d/berkeley-1bdr-cottage-loft/7071870945.html,1Bdr Cottage/Loft,berkeley,2500.0,1.0
991,https://sfbay.craigslist.org/sby/apa/d/mountain-view-1-month-free-1-month-free/7085247897.html,"1 MONTH FREE, 1 MONTH FREE, 1 MONTH FREE",mountain view,3690.0,2.0
992,https://sfbay.craigslist.org/eby/apa/d/fremont-one-bedroom-700sq-in-gated-area/7085252900.html,One bedroom 700sq  in gated area; walk to bart,fremont/union city/newark,1995.0,1.0
994,https://sfbay.craigslist.org/eby/apa/d/pleasanton-beautiful-2-bedroom-walking/7085252742.html,BEAUTIFUL 2 BEDROOM - WALKING DISTANCE TO DOWNTOWN PLEASANTON,dublin/pleasanton/livermore,2655.0,2.0
996,https://sfbay.craigslist.org/pen/apa/d/mountain-view-sophisticated-2-bed/7085252460.html,Sophisticated 2 Bed Townhome! Enjoy Spacious Yard w/ 2 Private Patios!,mountain view,4374.0,2.0
998,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-2-bedroom-in-resort/7085252343.html,Spacious 2 bedroom in a resort style community!,san jose,3261.0,2.0
1003,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hawthorne-place-upgrades/7085251513.html,"Hawthorne Place!  UPgrades, Views, Corner Loft & LOCATION!!!",soma/south beach,4250.0,1.0
1014,https://sfbay.craigslist.org/eby/apa/d/oakland-3-bedroom-apartment/7072330416.html,3 bedroom apartment,oakland/grand,3895.0,3.0
1017,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-incredible-price-on/7067882450.html,Incredible Price on Luxury 1BR Furnished with Parking & Balcony!,soma/south beach,4830.0,1.0
1023,https://sfbay.craigslist.org/eby/apa/d/union-city-private-patios-balconies-on/7085250024.html,"Private Patios & Balconies, On-Site Management, Outdoor Spa",fremont/union city/newark,1995.0,1.0
1029,https://sfbay.craigslist.org/eby/apa/d/pleasanton-this-home-was-made-for-you/7085249262.html,"This Home Was Made For You! Modern, Ground Floor 1x1!",dublin/pleasanton/livermore,2165.0,1.0
1030,https://sfbay.craigslist.org/eby/apa/d/berkeley-large-2-bedroom-apartment-in/7070271898.html,Large 2 Bedroom Apartment in Prime North Berkeley Location,berkeley,2895.0,2.0
1033,https://sfbay.craigslist.org/eby/apa/d/emeryville-newly-remodeled-flat-classic/7078784041.html,Newly remodeled flat - Classic Charm - 1 Bock to Trader Joe's - 2 Bloc,berkeley,4500.0,3.0
1036,https://sfbay.craigslist.org/eby/apa/d/pleasanton-walking-distance-to-emerald/7085248827.html,Walking Distance to Emerald Glenn Park and Hacienda Crossings!,dublin/pleasanton/livermore,3609.0,3.0
1037,https://sfbay.craigslist.org/sby/apa/d/san-jose-800-month-room-in-house/7085248758.html,$800/month/room in a house,san jose,800.0,1.0
1038,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-2br-2ba-with-city/7083206782.html,LUMINA| 2BR/2BA With City and Water View | Avail 3/23,soma/south beach,6888.0,2.0
1041,https://sfbay.craigslist.org/sby/apa/d/san-jose-two-bedroom-apt-in-san-jose/7085248184.html,Two bedroom Apt in San Jose,san jose,2300.0,2.0
1045,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-1-ba-for-rent-in/7083788464.html,"$4250 / 1br, 1 ba - FOR RENT in LUMINA SF",soma/south beach,4250.0,1.0
1046,https://sfbay.craigslist.org/sby/apa/d/san-jose-great-room-feel-2br-2ba-apt/7084046107.html,Great room feel :: 2BR 2BA apt :: Downtown San Jose :: Deluxe kitchen,san jose,3349.0,2.0
1051,https://sfbay.craigslist.org/sby/apa/d/san-jose-pool-spa-and-cabanas-just-feet/7081170842.html,"POOL, SPA, AND CABANAS JUST FEET AWAY FROM THIS AMAZING 1BD/1BA!",san jose,2434.0,1.0
1052,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-months-free-looklease-free/7081093163.html,2 MONTHS FREE + $1500 LOOK&LEASE + FREE INTERNET ON ALL LOFTS @ SILVER,san jose,3330.0,2.0
1053,https://sfbay.craigslist.org/eby/apa/d/berkeley-in-the-front-of-clark-kerr/7085246649.html,IN THE FRONT of  CLARK KERR CAMPUS.,berkeley,2200.0,2.0
1054,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mission-alt-remodeled/7084041060.html,"Mission alt- Remodeled, Great Value, Open Kit/LR, W/D, Patio, Prkg!",san francisco,2250.0,1.0
1056,https://sfbay.craigslist.org/sby/apa/d/santa-clara-one-bedroom-available-june/7085237407.html,One Bedroom available June 1st. Lock in the low rate today!,santa clara,3100.0,1.0
1059,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-these-1br-furnished-units/7067875314.html,These 1BR Furnished units are the epitome of comfortable living!,san francisco,4557.0,1.0
1062,https://sfbay.craigslist.org/sby/apa/d/san-jose-nicely-remodeled-single-home/7085245711.html,Nicely-remodeled Single Home for Rent with 2 bedrooms and 1 bathroom,san jose,2400.0,2.0
1064,https://sfbay.craigslist.org/sby/apa/d/san-jose-rooms-for-renting-in-4-bdr-2/7085245368.html,Rooms for renting in 4 bdr/2 bath single family house ($830/m),san jose,830.0,4.0
1066,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-infinity-furnished-1br/7081921149.html,INFINITY| Furnished 1BR/1BA With Bridge View |,soma/south beach,4688.0,1.0
1067,https://sfbay.craigslist.org/sby/apa/d/san-jose-two-bed-two-bath-available-now/7085244921.html,Two Bed/Two Bath Available Now!,san jose,2650.0,2.0
1069,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-furnished-1br-1ba/7081918051.html,LUMINA  Furnished 1BR/1BA With City View | Available NOW,soma/south beach,4988.0,1.0
1070,https://sfbay.craigslist.org/sby/apa/d/san-jose-this-2x2-apt-has-fully/7085244868.html,This 2x2 Apt. Has a Fully Equipped Kitchen w/ Quartz Countertops!,san jose,2659.0,2.0
1071,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-apartment/7082131038.html,One Bedroom Apartment-Garden Setting-,san francisco,3500.0,1.0
1072,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-1-bedroom-in/7069112813.html,Spacious 1 Bedroom in Potrero Hill.,san francisco,4695.0,1.0
1073,https://sfbay.craigslist.org/pen/apa/d/mountain-view-1-month-free-on-lovely/7085244403.html,1 Month Free on lovely one bd/one bth homes steps from Downtown MV!,mountain view,3642.0,1.0
1074,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-only-one-on-the-market-it/7085244087.html,Only One On The Market It Will Not Last Long!,sunnyvale,2922.0,2.0
1077,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-two-level-3br/7083198244.html,Remodeled Two-level 3BR/2.5BA Townhome at One Rincon Tower,soma/south beach,6388.0,3.0
1079,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-remarkable-ground-floor-home/7085243291.html,Remarkable Ground Floor Home w/ Hard Surface Floors & Large Patio!,sunnyvale,3052.0,2.0
1080,https://sfbay.craigslist.org/sby/apa/d/san-jose-amenities-controlled-access/7085234373.html,amenities: controlled-access underground parking with stairway and ele,san jose,1800.0,1.0
1082,https://sfbay.craigslist.org/sby/apa/d/san-jose-available-immediately-1b-1b-in/7085242256.html,Available Immediately 1B/1B In a 2B/2B Upscale Apartment,san jose,1350.0,1.0
1083,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-2x2-apt-available/7085242742.html,Beautiful 2x2 Apt available now top floor Spacious with attach garage!,santa clara,3655.0,2.0
1087,https://sfbay.craigslist.org/sby/apa/d/santa-clara-this-2x2-luxury-apt-comes/7085242335.html,This 2x2 Luxury Apt. Comes with Access to a High-Tech Game Room!,santa clara,3678.0,2.0
1088,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-2br-2ba-with/7083200199.html,LUMINA | 2BR/2BA With Luxury Upgrades and Large Private Patio,soma/south beach,5699.0,2.0
1089,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-today-sf-house-15/7085221606.html,Open today 3/1/20. SF house 15 min to Peninsula or Dwntn SF. Views.,san francisco,3875.0,3.0
1091,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-remarkably-spacious-home/7085242039.html,Remarkably Spacious Home w/ Great Natural Sun Light! Visit Today!,sunnyvale,2487.0,1.0
1092,https://sfbay.craigslist.org/eby/apa/d/union-city-1-month-free-on-site/7073372004.html,"1 Month FREE, On-Site Management, Dishwasher, Package Locker System",fremont/union city/newark,2025.0,1.0
1093,https://sfbay.craigslist.org/sby/apa/d/san-jose-your-own-quiet-private-studio/7085241874.html,Your own quiet private Studio at affordable price vs sharing,san jose,1475.0,1.0
1095,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bridgeview-tranquil-2br/7083203142.html,BRIDGEVIEW | Tranquil 2BR/2BA With Balcony | Best Value @ South Beach,soma/south beach,4448.0,2.0
1096,https://sfbay.craigslist.org/sby/apa/d/san-jose-walk-ins-welcome-tours-going/7085241395.html,Walk Ins Welcome!! Tours Going On This Sunday Morning!!!,san jose,2474.0,1.0
1097,https://sfbay.craigslist.org/sby/apa/d/san-jose-99-deposit-99-deposit/7085234118.html,"$99 Deposit! $99 Deposit! Beautiful and upstairs spacious 2bd, 2bth!",san jose,2550.0,2.0
1100,https://sfbay.craigslist.org/sfc/apa/d/two-bedroom-available/7085241154.html,Two Bedroom Available!,san francisco,3400.0,2.0
1105,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-bedroom-available-now/7085240771.html,One Bedroom Available Now!,san francisco,2600.0,1.0
1107,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-lowest-price-available-easy/7085240687.html,Lowest Price Available! Easy and Quick Approval! Call Today!,sunnyvale,2302.0,1.0
1108,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-brannan-luxury-2br/7083204426.html,The Brannan | Luxury 2BR/2BA With Bridge & City Views |,soma/south beach,5688.0,2.0
1109,https://sfbay.craigslist.org/sby/apa/d/san-jose-huge-2x2-in-the-perfect/7085240199.html,"Huge 2x2 in the Perfect Location! Lucky's, CVS, Starbucks, and a Park!",santa clara,2917.0,2.0
1111,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-new-2br-1ba/7085230299.html,"OPEN HOUSE - New 2BR/1BA-Extensive Backyard, Deck & Stunning Views",san francisco,3600.0,2.0
1114,https://sfbay.craigslist.org/eby/apa/d/dublin-new-reduced-price-apply-online/7080553478.html,NEW REDUCED PRICE!! APPLY ONLINE TODAY!! OR CALL FOR MORE INFO!!,dublin/pleasanton/livermore,2435.0,1.0
1115,https://sfbay.craigslist.org/sby/apa/d/san-jose-be-the-first-to-live-here/7085239820.html,Be The First to Live Here- Final 1X1- Top Floor! Two Months Free!,san jose,2810.0,1.0
1116,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-2br-2ba-with/7081915345.html,"ONE RINCON 2BR/2BA With City View|OPEN HOUSE 2/29, 1-2PM",soma/south beach,5588.0,2.0
1122,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-upgraded-1br/7067879384.html,Newly upgraded 1BR Furnished Apartment Homes Available TODAY!,soma/south beach,5003.0,1.0
1123,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-towers-two-level-3br/7083210340.html,THE TOWERS | Two-Level 3BR/3BA Townhome | Prime Location | Ava NOW,soma/south beach,7199.0,3.0
1124,https://sfbay.craigslist.org/eby/apa/d/oakland-new-take-on-city-living-visit/7085239163.html,A New Take On City Living! Visit The Broadway Today!,oakland/grand,2823.0,1.0
1125,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lumina-2br-2ba-with-city/7081924862.html,"LUMINA | 2BR/2BA With City, Water and Bridge Views",soma/south beach,6998.0,2.0
1126,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1200-square-foot-private/7085239058.html,1200 Square foot private deck! SOMA Grand 24 doorman / Gym / pets ok!,soma/south beach,4395.0,1.0
1132,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-move-in-ready-get-2/7085237857.html,MOVE IN READY! Get 2 Months OFF ✿ April and May RENT FREE!,san francisco,5123.0,2.0
1134,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-remodeled-1-bed-1-bath-condo/7077183510.html,Remodeled 1 bed/1 bath condo in Sunnyvale @ 515 Granger Ter,sunnyvale,2200.0,1.0
1135,https://sfbay.craigslist.org/sby/apa/d/coyote-wonderful-2-bed-2-bath-den-south/7077183793.html,Wonderful 2 Bed / 2 Bath + Den! South San Jose Condo @5338 Monterey Rd,san jose,2495.0,2.0
1139,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-3-bed-35-bath-upscale/7068953142.html,Gorgeous 3 Bed / 3.5 Bath Upscale Home in San Jose @2070 Mary Helen Ln,san jose,3795.0,3.0
1140,https://sfbay.craigslist.org/eby/apa/d/fremont-beautiful-3-bed-home-in-highly/7077009176.html,Beautiful 3 Bed Home in Highly Desirable Area in Fremont,fremont/union city/newark,3300.0,3.0
1141,https://sfbay.craigslist.org/sby/apa/d/san-jose-sjsu-housing-remodeled-6bed/7074130474.html,SJSU HOUSING-Remodeled 6Bed/3Bath Home by SanJose State@ 332 S 18th St,san jose,7250.0,6.0
1142,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-modern-1-bed-1-bath/7078371444.html,Gorgeous Modern 1 Bed / 1 Bath San Jose Condo @88 Bush St #1101,san jose,2900.0,1.0
1143,https://sfbay.craigslist.org/sby/apa/d/san-jose-charming-2-bed-2-bath/7066945096.html,Charming 2 Bed / 2 Bath Townhouse in South San Jose @ 4857 Scout Ct,san jose,3200.0,2.0
1146,https://sfbay.craigslist.org/sby/apa/d/san-jose-scu-rentals-spacious-2-bed-1/7074130721.html,SCU Rentals! Spacious 2 Bed / 1 Bath Duplex Near SCU @1196 Sherwood Dr,san jose,3100.0,2.0
1149,https://sfbay.craigslist.org/eby/apa/d/albany-north-berkeley-1-bedroom-condo/7085238000.html,North Berkeley 1 Bedroom Condo,berkeley,2400.0,1.0
