,url,description,neighborhood,price,bedrooms
2346,https://sfbay.craigslist.org/eby/apa/d/berkeley-one-block-to-north-berkeley/7085033877.html,"One Block to North Berkeley Library,Gourmet Ghetto, UC Berkeley",berkeley,2000.0,1.0
2350,https://sfbay.craigslist.org/eby/apa/d/berkeley-3bd-2ba-by-unit-3-telegraph/7081930522.html,3bd/2ba by Unit 3 / Telegraph - Avail June 15th - Open House Sun 3/1,berkeley,5000.0,3.0
2351,https://sfbay.craigslist.org/eby/apa/d/berkeley-4bd-2ba-across-from-unit-3/7081930021.html,4bd/2ba Across from Unit 3 - Avail August - Showing Sunday 3/1,berkeley,5400.0,4.0
2352,https://sfbay.craigslist.org/eby/apa/d/berkeley-southside-4bd-2ba-avail-june/7081928976.html,Southside 4bd/2ba Avail June 15th - Showing Sunday March 1st!,berkeley,5400.0,4.0
2353,https://sfbay.craigslist.org/eby/apa/d/berkeley-southside-2bd-1ba-avail-june/7081925976.html,Southside 2bd/1ba Avail June 1st - Open House Sunday 3/1,berkeley,3400.0,2.0
2355,https://sfbay.craigslist.org/eby/apa/d/antioch-casa-4-dormitorios-con-trellis/7070829500.html,CASA 4 DORMITORIOS CON TRELLIS EN ANTIOCH,pittsburg/antioch,2475.0,4.0
2358,https://sfbay.craigslist.org/sby/apa/d/san-jose-3-br-25-ba-almaden-hills-home/7075018496.html,3 BR 2.5 BA ALMADEN HILLS HOME FOR RENT - VIEWS OF CITY LIGHTS!,san jose,3750.0,3.0
2359,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-1-ba/7085035046.html,2br 1 ba,san francisco,3500.0,2.0
2360,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bedroom-2-bath-with/7085031994.html,3 bedroom 2 bath with a washer & dryer available,san francisco,5380.0,3.0
2361,https://sfbay.craigslist.org/sby/apa/d/chicago-furnished-one-bedroom-apartment/7085018678.html,Furnished One Bedroom Apartment,san jose,900.0,1.0
2363,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-big-3-bedroom-2-bath/7085034700.html,Big 3 Bedroom / 2 Bath - Prime Location,san francisco,7500.0,3.0
2366,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-modern-apt/7083723216.html,Pet Friendly Modern Apt. in Dogpatch next to 22nd St. Caltrain!,san francisco,6746.0,2.0
2373,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-3bd-3ba-hwdflr-lndry/7081665338.html,"Cozy 3bd/3ba. Hwdflr, Lndry, Remod & Modrn. Wlkscre97! AVAIL!",san francisco,6550.0,3.0
2378,https://sfbay.craigslist.org/sby/apa/d/san-jose-fireplaces-wifi-washer-dryer/7078443376.html,"Fireplaces, WiFi, Washer/ Dryer",san jose,2835.0,2.0
2390,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-1br-in-hayes/7085028189.html,Gorgeous 1BR in Hayes Valley; Next to Alamo Square; Pets OK,san francisco,3495.0,1.0
2391,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-and-spacious-2/7080702631.html,"Gorgeous and Spacious 2-Bedroom, Very Bright in Heart of SF!",san francisco,6000.0,2.0
2393,https://sfbay.craigslist.org/eby/apa/d/berkeley-sunny-and-spacious-furnished-3/7074813656.html,Sunny and Spacious Furnished 3+ bdr / 1 ba House - Free Utilities,berkeley,5500.0,3.0
2394,https://sfbay.craigslist.org/sby/apa/d/san-jose-courtyard-basketball-court/7085025754.html,"Courtyard, Basketball Court & Putting Green, Patio, Playground, Grill",san jose,2295.0,1.0
2396,https://sfbay.craigslist.org/sby/apa/d/san-jose-flexible-longterm-private-room/7083528683.html,Flexible/Longterm Private Room + Shared Bathroom Can Come Furnished,san jose,1275.0,1.0
2397,https://sfbay.craigslist.org/sby/apa/d/san-jose-flexible-longterm-private-room/7083534457.html,Flexible/Longterm Private Room + Private Bathroom Can Come Furnished,san jose,1375.0,1.0
2399,https://sfbay.craigslist.org/sby/apa/d/san-mateo-newly-remodeled-spacious/7083633224.html,Newly remodeled spacious Studio apt. home now available,mountain view,2655.0,1.0
2402,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-2-bath-looking-for/7085021204.html,2 bedroom 2 bath looking for a roommate,san jose,1100.0,2.0
2407,https://sfbay.craigslist.org/sby/apa/d/los-altos-great-wood-style-flooring/7074736208.html,"Great wood-style flooring, Spacious living! Your Mountain View 2BR apt",mountain view,3295.0,2.0
2411,https://sfbay.craigslist.org/eby/apa/d/union-city-bbq-grill-station-wood-style/7083748655.html,"BBQ Grill Station, Wood Style Flooring, Fitness Center",fremont/union city/newark,1995.0,1.0
2415,https://sfbay.craigslist.org/sby/apa/d/san-jose-townhouse-for-rent/7085023293.html,Townhouse for rent,san jose,2795.0,2.0
2422,https://sfbay.craigslist.org/sby/apa/d/san-jose-br-535ft2/7084985360.html,$1599/ 1br - 535ft2,san jose,1599.0,1.0
2423,https://sfbay.craigslist.org/eby/apa/d/berkeley-west-berkeley-2-bedroom/7074370019.html,West Berkeley 2 Bedroom Apartment - Walking Distance to 4th St. Shops,berkeley,2700.0,2.0
2424,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-duplex/7085020345.html,2 bedroom duplex,san jose,2800.0,2.0
2426,https://sfbay.craigslist.org/eby/apa/d/pittsburg-in-unit-laundry-tile/7078654355.html,"In-Unit Laundry, Tile Backsplash, Close to Restaurants",pittsburg/antioch,1975.0,2.0
2435,https://sfbay.craigslist.org/sby/apa/d/san-jose-remodeled-1br-apt-great-for/7077214219.html,"Remodeled 1BR apt, Great for commute! NEW kitchen features, Must see!",san jose,1850.0,1.0
2437,https://sfbay.craigslist.org/sby/apa/d/mountain-view-large-1-bd-in-the-best/7075996782.html,"Large 1 bd in the best neighborhood-Pool, Cat Ok, Move in Bonus!g 1bd in beautif",mountain view,2350.0,1.0
2438,https://sfbay.craigslist.org/sby/apa/d/san-jose-2br-1-bath-near-sjsu/7070609762.html,2Br 1 Bath Near SJSU,san jose,2140.0,2.0
2439,https://sfbay.craigslist.org/eby/apa/d/dublin-new-reduced-price-apply-online/7082504638.html,NEW REDUCED PRICE!! APPLY ONLINE TODAY!! OR CALL FOR MORE INFO!!,dublin/pleasanton/livermore,2280.0,1.0
2440,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-300-off-move-in-cost-on-this/7084994265.html,"$300 Off Move-In Cost* on This Spacious 2 Bed, 2 Bath Home! Call Now!",santa rosa,2390.0,2.0
2442,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-coming-soon-stunning/7084996116.html,"Coming Soon!! Stunning & Spacious 2 Bed, 2 Bath Home!",santa rosa,2365.0,2.0
2447,https://sfbay.craigslist.org/sby/apa/d/santa-clara-in-law-unit-no-kitchen-near/7085016262.html,In-law unit (no kitchen) near Sunnyvale,sunnyvale,1650.0,1.0
2451,https://sfbay.craigslist.org/eby/apa/d/berkeley-2636-warring-st-apt-203/7078670232.html,2636 warring St Apt #203,berkeley,2245.0,1.0
2456,https://sfbay.craigslist.org/eby/apa/d/antioch-full-size-washer-and-dryer/7085011234.html,"Full Size Washer and Dryer , Upgraded Appliances , Hardwood Floors",pittsburg/antioch,1635.0,1.0
2457,https://sfbay.craigslist.org/eby/apa/d/berkeley-open-sun-3-4br-duplexes-1-2/7083277923.html,"Open SUN: 3-4BR duplexes, 1/2 block N. of UC on Spruce @ Hearst, Jun 1",berkeley,5980.0,3.0
2461,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-move-in-now-and-get-300-off/7085001432.html,Move in Now and Get $300 Off Move In Cost on This 2 Bedroom!,santa rosa,2520.0,2.0
2472,https://sfbay.craigslist.org/sby/apa/d/san-jose-modern-kitchen-ideal-san-jose/7072913002.html,"Modern kitchen, Ideal San Jose 1BR Loft, Washer/Dryer inside, Must see",san jose,2600.0,1.0
2474,https://sfbay.craigslist.org/sby/apa/d/san-jose-patio-balcony-pool-pet-friendly/7082499150.html,"Patio/ Balcony, Pool, Pet Friendly",san jose,2341.0,1.0
2481,https://sfbay.craigslist.org/sby/apa/d/san-jose-1-month-free-beautiful/7075301265.html,"1 Month Free!! Beautiful TownHouse, Come And Tour Before Its Gone!",san jose,3877.0,3.0
2482,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-thur-pm-sun-pm/7079421151.html,"Open Thur 2/27 6-7pm, Sun 3/1 1-2pm. Updated 1BR Apt. In-unit W/D. Pkg",soma/south beach,3000.0,1.0
2483,https://sfbay.craigslist.org/eby/apa/d/fremont-beautiful-1-bedroom-apartment/7085005340.html,Beautiful 1 Bedroom Apartment Home Available March 6th!,fremont/union city/newark,1998.0,1.0
2485,https://sfbay.craigslist.org/sby/apa/d/los-gatos-no-credit-check-large-nicely/7085012563.html,"NO CREDIT CHECK *LARGE, NICELY FURNISHED STUDIO * *AVAILABLE IMMEDIATE",san jose,2250.0,1.0
2486,https://sfbay.craigslist.org/eby/apa/d/antioch-antioch-apartment-hurry-best/7085008883.html,Antioch Apartment HURRY BEST Ready! AVAILABLE NOW**2 BED X 1 BATH,pittsburg/antioch,1899.0,2.0
2489,https://sfbay.craigslist.org/eby/apa/d/berkeley-duplex-house-with-back-yard/7085008833.html,Duplex house with back yard,berkeley,2900.0,2.0
2490,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-always-fresh-forever-original/7085012138.html,Always Fresh. Forever Original. - 1 bdrm,sunnyvale,3693.0,1.0
2491,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-move-in-now-and-get-1-2-off/7084999844.html,Move in Now and Get 1/2 Off 1st Month's Rent On This 1 Bed Home!,santa rosa,2070.0,1.0
2493,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-contemporary-light/7070100949.html,"New, contemporary, light-filled, 2bd/2ba apartment + views! near BART",san francisco,5200.0,2.0
2495,https://sfbay.craigslist.org/eby/apa/d/berkeley-luxurious-renovated-4-bedroom/7085007535.html,"Luxurious, Renovated 4-Bedroom Elmwood Home",berkeley,7500.0,4.0
2497,https://sfbay.craigslist.org/eby/apa/d/antioch-pet-friendly-granite/7085011518.html,"Pet Friendly, Granite Countertops, Hardwood Floors",pittsburg/antioch,1964.0,2.0
2498,https://sfbay.craigslist.org/pen/apa/d/mountain-view-lg-studio-with-gorgeous/7076002470.html,Lg Studio with gorgeous kitchen overlking a pool-Cat ok! Movein Bonus!,mountain view,2225.0,1.0
2499,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-1x1-japan-town-downtown/7085002599.html,Large 1x1 Japan Town/Downtown San Jose Apt # 312,san jose,2765.0,1.0
2500,https://sfbay.craigslist.org/sby/apa/d/mountain-view-price-droplg-1-bd-apt/7076009149.html,"Price drop!Lg  1 bd apt. Beaut remodeled-garden, pool, cat ok-1/2 off",mountain view,2350.0,1.0
2501,https://sfbay.craigslist.org/eby/apa/d/antioch-everything-youre-looking-for/7085011347.html,Everything You're Looking For !! Updated Appliances and much more !,pittsburg/antioch,1795.0,2.0
2503,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3br-2ba-spacious-urban/7085003589.html,"3BR, 2BA: Spacious, Urban Living, Financial District (Furnished)",san francisco,4200.0,3.0
2512,https://sfbay.craigslist.org/eby/apa/d/santa-rosa-promotions-available-best/7085009813.html,Promotions Available (BEST Apartments)- Available Large 1x1 Apartment,fairfield/vacaville,1349.0,1.0
2515,https://sfbay.craigslist.org/sby/apa/d/san-jose-near-starbird-park-ideal-1br/7078547015.html,"Near Starbird Park! Ideal 1BR 1BA apt, Plenty of storage, LUX kitchen",san jose,2295.0,1.0
2516,https://sfbay.craigslist.org/eby/apa/d/pittsburg-pet-stations-dog-park-and-dog/7079968243.html,"Pet Stations, Dog Park and Dog Run, Air Conditioning",pittsburg/antioch,2325.0,3.0
2517,https://sfbay.craigslist.org/eby/apa/d/berkeley-duplex-house-with-back-yard/7085009144.html,Duplex house with back yard,berkeley,3300.0,2.0
2521,https://sfbay.craigslist.org/sby/apa/d/san-jose-two-bedroom-two-bathroom/7085009065.html,"Two-Bedroom, Two-Bathroom Apartment with W/D Set",san jose,2947.0,2.0
2523,https://sfbay.craigslist.org/eby/apa/d/antioch-best-apartments1-bed-1-bath/7079309423.html,BEST Apartments**1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2524,https://sfbay.craigslist.org/eby/apa/d/antioch-best-deal-1x1-make-it-yours/7079308567.html,Best Deal- 1X1 MAKE IT YOURS TODAY****,pittsburg/antioch,1699.0,1.0
2525,https://sfbay.craigslist.org/eby/apa/d/antioch-best-deal-1x1-make-it-yours/7079310107.html,BEST Deal- 1X1 MAKE IT YOURS TODAY****,pittsburg/antioch,1699.0,1.0
2526,https://sfbay.craigslist.org/eby/apa/d/antioch-antioch-2bx1b-apartment-near/7079309075.html,"Antioch 2Bx1B Apartment Near Brentwood, Pittsburg, Concord, Martinez",pittsburg/antioch,1899.0,2.0
2527,https://sfbay.craigslist.org/eby/apa/d/antioch-antioch-apartment-close-by/7079109808.html,Antioch Apartment Close By (Brentwood Pittsburg Concord Martinez),pittsburg/antioch,1899.0,2.0
2528,https://sfbay.craigslist.org/eby/apa/d/antioch-promotion-1000-towards-move-in/7079095213.html,Promotion $1000 towards move in Cost**1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2529,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-close-to-brentwood/7079096098.html,RENT Close to (Brentwood Pittsburg Concord) Antioch Apartment,pittsburg/antioch,1899.0,2.0
2531,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-large-2bed-15-bath-wash-dryer/7074982421.html,Large 2Bed 1.5 Bath (Wash/Dryer/Garage/Charging Station). Sunnyvale!!,sunnyvale,3595.0,2.0
2536,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartment1-bed-1-bath/7075924323.html,Rent Apartment**1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2541,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartment-1x1-make-it/7075934734.html,Rent Apartment- 1X1 MAKE IT YOURS TODAY****,pittsburg/antioch,1699.0,1.0
2543,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartment-today-promotion/7075564974.html,Rent Apartment Today Promotion No Application Cost**1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2546,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-luxury-studio-apartment/7082450584.html,"Luxury Studio Apartment Home Apt 712, Waiting for  You at AVA 55 9th",soma/south beach,3210.0,1.0
2549,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartment-no-application/7075929880.html,Rent Apartment  & NO APPLICATION FEE'S TODAY,pittsburg/antioch,1699.0,1.0
2551,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartment-today-promotion/7075564579.html,Rent Apartment Today Promotion No App Cost**1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2552,https://sfbay.craigslist.org/eby/apa/d/antioch-antioch-apartment-for-rent/7074907647.html,Antioch Apartment for RENT Close to (Brentwood Pittsburg Concord),pittsburg/antioch,1899.0,2.0
2555,https://sfbay.craigslist.org/eby/apa/d/antioch-now-leasing-apartments-for-rent/7070327996.html,NOW Leasing Apartments FOR RENT Close to (Brentwood Martinez Concord),pittsburg/antioch,1899.0,2.0
2556,https://sfbay.craigslist.org/eby/apa/d/vacaville-living-in-this-amazing/7085008047.html,Living in this Amazing Apartment Always Feels Like a Vacation!,fairfield/vacaville,2067.0,2.0
2559,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartment-today-promotion/7075522607.html,Rent Apartment Today Promotion No Application Cost***1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2570,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-close-to-brentwood/7071037465.html,RENT Close to (Brentwood Pittsburg Concord) Antioch Apartment,pittsburg/antioch,1699.0,1.0
2571,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-in-prime-location/7066807307.html,Studio in a prime location. Parking is available.,san francisco,2500.0,1.0
2573,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rented-spacious-1-bed-1/7069607604.html,*RENTED* Spacious 1-bed 1-bath corner apartment with Bay views,san francisco,4500.0,1.0
2578,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-completely-renovated-1/7073014334.html,Completely renovated 1-bed 1-bath apt. Pets negotiable. Pkng included,san francisco,3395.0,1.0
2584,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-remodeled-top/7073017109.html,"Spacious, remodeled top-floor 2-bed 1-bath apt, Bay views, pkng avail",san francisco,5750.0,2.0
2588,https://sfbay.craigslist.org/eby/apa/d/antioch-hurry-available-now1-bed-1-bath/7066878950.html,HURRY AVAILABLE NOW**1 BED X 1 BATH,pittsburg/antioch,1699.0,1.0
2591,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-live-the-mission-bay/7085007235.html,Live the Mission Bay Lifestyle In this Gorgeous 1 Bedroom Home!,soma/south beach,3895.0,1.0
2604,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-2-bed-2-bath-high/7077297096.html,"Bright 2-bed 2-bath high-rise corner apartment, private deck, views",san francisco,4895.0,2.0
2606,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-in-prime/7077359594.html,Large studio in a prime location. Parking is available.,san francisco,2600.0,1.0
2608,https://sfbay.craigslist.org/eby/apa/d/fremont-two-bedroom-1010-sqft-single/7085006980.html,"Two Bedroom, 1010 Sq.ft., single story with sklylight in Fremont",fremont/union city/newark,2759.0,2.0
2610,https://sfbay.craigslist.org/sby/apa/d/mountain-view-huge-2br-corner-home/7085006922.html,"Huge 2BR Corner home, walls of windows, large bright spaces - downtown",mountain view,5958.0,2.0
2612,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-renovated-and-large-art/7078739314.html,Renovated and large Art Deco studio apartment with Bay views,san francisco,3400.0,1.0
2614,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-extra-large-2-bedroom-2/7078739624.html,"Extra large 2-bedroom, 2-bathroom flat with authentic old world charm",san francisco,9000.0,2.0
2616,https://sfbay.craigslist.org/eby/apa/d/antioch-1000-off-move-in-cost-1x1-make/7076031182.html,$1000 OFF MOVE IN COST- 1X1 MAKE IT YOURS TODAY****,pittsburg/antioch,1699.0,1.0
2621,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-top-floor-remodeled/7079755455.html,"Sunny, top-floor remodeled 2-bed 1-bath apt, view, parking available",san francisco,4250.0,2.0
2623,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rented-beautiful-high/7080319088.html,"*RENTED* Beautiful high-rise condo, 2-bd 2-ba, pk incl, roof-top pool",san francisco,7500.0,2.0
2626,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-bay-views/7081563304.html,"Amazing Bay views, renovated 1-bd 1.5-ba condo, deck, pool, pk inclded",san francisco,5995.0,1.0
2628,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunset-views-right-from/7085006674.html,Sunset Views Right From Your Living Room!,soma/south beach,4251.0,1.0
2631,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-2-bedroom-2-bath/7083443223.html,"Large 2-bedroom, 2-bath apartment with private back yard. Pets okay.",san francisco,4950.0,2.0
2633,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-1-bed-1-bath/7083484615.html,"Spacious 1-bed 1-bath apartment, private deck, high-rise, pk available",san francisco,3195.0,1.0
2634,https://sfbay.craigslist.org/eby/apa/d/antioch-make-it-yours-today-1x1-make-it/7076031990.html,MAKE IT YOURS TODAY- 1X1 MAKE IT YOURS TODAY****,pittsburg/antioch,1699.0,1.0
2637,https://sfbay.craigslist.org/eby/apa/d/antioch-places-for-rent-near-brentwood/7076034294.html,Places FOR RENT near (Brentwood & Discovery Bay) Antioch Apartments,pittsburg/antioch,1699.0,1.0
2639,https://sfbay.craigslist.org/eby/apa/d/antioch-rent-apartments-today-promotion/7076123518.html,$$$ Rent Apartments Today PROMOTION & NO APPLICATION FEE'S TODAY,pittsburg/antioch,1699.0,1.0
2647,https://sfbay.craigslist.org/sby/apa/d/santa-clara-stunning-kitchen-must-see/7074788126.html,"Stunning kitchen, A must see 2BR apt, Open living space, Near Kaiser",santa clara,2750.0,2.0
2655,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-new-apartment/7069060334.html,"Bright new apartment, available now!",san francisco,6185.0,2.0
2656,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-old-san/7078679099.html,Charming “Old San Francisco” Apartment,san francisco,3450.0,1.0
2662,https://sfbay.craigslist.org/eby/apa/d/fremont-earn-up-to-2-months-free-rent/7085006123.html,Earn up to 2 months Free Rent on Luxury Brand New Homes,fremont/union city/newark,3600.0,1.0
2663,https://sfbay.craigslist.org/eby/apa/d/antioch-now-available-promotions-1000/7076019355.html,"Now Available (Promotions $1000 Off, No App Fee's)*1 BED X 1 BATH",pittsburg/antioch,1699.0,1.0
2669,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-panoramic-views/7085005897.html,Gorgeous panoramic views in SF's stylish enclave of Mission Bay!,soma/south beach,5737.0,2.0
2673,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-executive-studio/7085005404.html,SPACIOUS EXECUTIVE STUDIO ON RINCON HILL! AVAILABLE SOON!,soma/south beach,2935.0,1.0
2675,https://sfbay.craigslist.org/eby/apa/d/fairfield-lease-now-fireplace-pantry/7085005258.html,"Lease Now, Fireplace, Pantry, Granite Look Countertops, BBQ",fairfield/vacaville,2085.0,1.0
2677,https://sfbay.craigslist.org/sby/apa/d/mountain-view-1-bedroom-top-floor-sunny/7085005244.html,"1 Bedroom, TOP floor, sunny, downtown, onsite dining, shops, groceries",mountain view,3838.0,1.0
2678,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-get-1-2-off-move-in-on-this/7084998344.html,"Get 1/2 Off Move In* On This Gorgeous 1 Bed, 1 Bath with Den!",santa rosa,2275.0,1.0
2679,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-martin-location-of/7085005186.html,The Martin location of historic Dogpatch,san francisco,4799.0,2.0
2682,https://sfbay.craigslist.org/eby/apa/d/fremont-one-bed-one-bath-central-ac-and/7085004949.html,"One Bed One Bath, Central AC and Heating- Waterstone Fremont",fremont/union city/newark,2302.0,1.0
2683,https://sfbay.craigslist.org/eby/apa/d/fairfield-now-available-pool-soaking/7085004840.html,"Now Available, Pool, Soaking Tub, Near Freeway, Parking",fairfield/vacaville,2043.0,1.0
2684,https://sfbay.craigslist.org/eby/apa/d/vacaville-beautiful-dual-master-2/7085004728.html,"Beautiful Dual Master, 2 Bedroom Apartment Home",fairfield/vacaville,2118.0,2.0
2685,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunshine-galore-in-this/7085004662.html,Sunshine Galore in this Spacious 1 Bedroom!,soma/south beach,4108.0,1.0
2686,https://sfbay.craigslist.org/eby/apa/d/vacaville-beautiful-studio-apartment/7085004529.html,Beautiful Studio Apartment,fairfield/vacaville,1619.0,1.0
2688,https://sfbay.craigslist.org/sby/apa/d/santa-clara-amazing-one-bedroom-in/7085001784.html,Amazing One Bedroom in Santa Clara,santa clara,3410.0,1.0
2692,https://sfbay.craigslist.org/sby/apa/d/san-jose-lovely-upgraded-condo-2br-1ba/7080029306.html,"Lovely Upgraded Condo 2BR/1BA, Convenient Location! - Judith St",san jose,2500.0,2.0
2694,https://sfbay.craigslist.org/eby/apa/d/pleasanton-yoga-spin-room-fully/7085004097.html,"Yoga & Spin Room, Fully Equipped Clubhouse, Pet Friendly, Tour Today!",dublin/pleasanton/livermore,3194.0,2.0
2697,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-clean-1bed-quiet-bennett/7076815115.html,CLEAN 1BED QUIET BENNETT VALLEY,santa rosa,1400.0,1.0
2698,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-resort-amenities-in-sun/7085004001.html,"RESORT AMENITIES IN SUN FILLED, PARK-LIKE COMMUNITY",santa rosa,2129.0,2.0
2699,https://sfbay.craigslist.org/eby/apa/d/vallejo-tour-today-fall-in-love-today/7084995628.html,Tour today!! Fall in love today!! and move in today!!,dublin/pleasanton/livermore,2484.0,2.0
2705,https://sfbay.craigslist.org/eby/apa/d/union-city-wood-style-flooring-window/7083751169.html,"Wood Style Flooring, Window Coverings, Refrigerator",fremont/union city/newark,1995.0,1.0
2709,https://sfbay.craigslist.org/sby/apa/d/san-jose-1-bedroom-1-bath-630ft-quiet/7078148550.html,"1 Bedroom & 1 Bath -630ft, Quiet, Priv, Detached, Cottage",san jose,1900.0,1.0
2714,https://sfbay.craigslist.org/eby/apa/d/oakland-4025-newly-remodeled-3bd-2ba/7067967422.html,$4025 Newly Remodeled 3BD/2BA Adams Point Lake Merritt,oakland/grand,4025.0,3.0
2717,https://sfbay.craigslist.org/sby/apa/d/san-jose-parking-air-conditioning/7080347489.html,"Parking, Air Conditioning, Fitness Center",san jose,2341.0,1.0
2718,https://sfbay.craigslist.org/eby/apa/d/pleasanton-live-pleasantly-at-valley/7085003031.html,Live Pleasantly at Valley Plaza Apartments!,dublin/pleasanton/livermore,2787.0,2.0
2720,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-channel-park-views-right/7085002851.html,Channel Park Views Right from Your Home,soma/south beach,4123.0,1.0
2721,https://sfbay.craigslist.org/eby/apa/d/oakland-newly-remodeled-adams-point/7077038020.html,Newly Remodeled Adams Point/Lake Merritt (oakland lake,oakland/grand,2850.0,1.0
2722,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-newly-remodeled/7085002719.html,"1BR: Newly Remodeled, Modern, @ Heart of Mission; 2 blocks to BART",san francisco,2600.0,1.0
2725,https://sfbay.craigslist.org/eby/apa/d/oakland-newly-remodeled-3-br-2ba-adams/7085002518.html,"Newly remodeled 3 BR/2BA, Adams Point/Lake Merritt",oakland/grand,3895.0,3.0
2732,https://sfbay.craigslist.org/eby/apa/d/oakland-victorian-charm-modern-amenities/7085002216.html,Victorian Charm w/ Modern Amenities!,oakland/grand,2350.0,1.0
2734,https://sfbay.craigslist.org/sby/apa/d/san-jose-corner-1x1-in-the-of-downtown/7085002098.html,Corner 1X1 In The ♥ of Downtown SJ! Pets Welcome! LAST ONE!,san jose,2899.0,1.0
2737,https://sfbay.craigslist.org/pen/apa/d/mountain-view-1-bath-charming-single/7083453528.html,"1 Bath, Charming Single Family Home Close to downtown Mountain View",mountain view,3050.0,2.0
2739,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-superb-community-next-to/7085001831.html,"SUPERB COMMUNITY NEXT TO DEANZA PARK, WALKING DISTANCE TO DT SUNNYVALE",sunnyvale,3374.0,3.0
2740,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-2-bath-recently-renovated/7083454750.html,"2 Bath, recently renovated single family Sunnyvale home",sunnyvale,4100.0,3.0
2741,https://sfbay.craigslist.org/sby/apa/d/san-jose-live-in-2-bedrooms-among/7085001465.html,Live in 2 bedrooms among beautiful gardens **Weekend sale $2495,san jose,2495.0,2.0
2743,https://sfbay.craigslist.org/eby/apa/d/berkeley-save-2945-upon-move-in-1st/7080511316.html,Save $2945 upon move in! 1st month free!,berkeley,2945.0,2.0
2748,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-second-floor/7084999323.html,Beautiful Second Floor 1Bedroom Available Now-Gym/Lounge (San Jose),san jose,2409.0,1.0
2749,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-living-in-the/7085001475.html,Modern Living in the Heart of the City,soma/south beach,4270.0,1.0
